web_scraper_order,web_scraper_start_url,category-link-0,category-link-1,image,data,data2,data3,title,name,price,price2,data4
"1767433079-1","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-vyzdoba","https://cdn3.jysk.com/getimage/wd3.medium/242584","","","","RAV","Vánoční hvězda RAV Š11xD12xV11 cm kamenina bílá","/ks","50 Kč","Do vyprodání zásob"
"1767433079-2","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-vyzdoba","https://cdn1.jysk.com/getimage/wd3.medium/267835","","+ Více variant","","MODI","Stromek MODI Ø7xV16 cm dřevo","/ks","85 Kč","Do vyprodání zásob"
"1767433079-3","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-vyzdoba","https://cdn2.jysk.com/getimage/wd3.medium/267838","","+ Více variant","","MODI","Stromeček MODI Ø8xV22 cm dřevo","/ks","125 Kč","Do vyprodání zásob"
"1767433079-4","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-vyzdoba","https://cdn4.jysk.com/getimage/wd3.medium/268034","","","","HRYM","Vánoční hvězda HRYM Ø30 cm různé","/ks","85 Kč","Do vyprodání zásob"
"1767433079-5","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-vyzdoba","https://cdn4.jysk.com/getimage/wd3.medium/193978","","","","NISSE","Ozdobný podnos NISSE Ø25xV2 cm šedá","/ks","100 Kč","Do vyprodání zásob"
"1767433085-6","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-umely-strom","https://cdn2.jysk.com/getimage/wd3.medium/242924","","","","JUL","Umělá květina JUL V33 cm červená","/ks","40 Kč","Do vyprodání zásob"
"1767433085-7","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-umely-strom","https://cdn2.jysk.com/getimage/wd3.medium/268051","","","","KJELKE","Vánoční větvička KJELKE V80 cm zelená","/ks","50 Kč","Do vyprodání zásob"
"1767433085-8","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-umely-strom","https://cdn4.jysk.com/getimage/wd3.medium/241803","","","","FREJ","Větvičky FREJ Š10×D10×V76 cm hnědá","/ks","65 Kč","Do vyprodání zásob"
"1767433085-9","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-umely-strom","https://cdn1.jysk.com/getimage/wd3.medium/268048","","","","HOD","Vánoční věnec HOD Ø40 cm s šiškami","/ks","200 Kč","Do vyprodání zásob"
"1767433085-10","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-umely-strom","https://cdn2.jysk.com/getimage/wd3.medium/268435","","","","FENRIR","Umělý stromek FENRIR V90 cm zelená","/ks","375 Kč","Do vyprodání zásob"
"1767433092-11","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn4.jysk.com/getimage/wd3.medium/269506","","","","STAUROLIT","Prostírání STAUROLIT 33x42 bílá/červená","/ks","15 Kč","Do vyprodání zásob"
"1767433092-12","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn2.jysk.com/getimage/wd3.medium/205020","","","","HYRROKIN","Prostírání HYRROKIN Ø38 zlatá","/ks","25 Kč","Do vyprodání zásob"
"1767433092-13","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn4.jysk.com/getimage/wd3.medium/267509","","","","RHODONIT","Rohožka RHODONIT 40x60x0,4 různé","/ks","45 Kč","Do vyprodání zásob"
"1767433092-14","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn2.jysk.com/getimage/wd3.medium/261622","","","","TIDSEL","Prostírání TIDSEL 33x42 červená/zelená","/ks","45 Kč","Do vyprodání zásob"
"1767433092-15","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn1.jysk.com/getimage/wd3.medium/243339","","","","NELLIKE","Ubrousek NELLIKE 40×40 přírodní 2 ks/bal.","/bal.","75 Kč","Do vyprodání zásob"
"1767433092-16","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn3.jysk.com/getimage/wd3.medium/269176","","","","NELLIKE","Povlak na polštář NELLIKE 50x50 přírodní","/ks","100 Kč","Do vyprodání zásob"
"1767433092-17","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn2.jysk.com/getimage/wd3.medium/251719","","","","KIMBERLIT","Ubrus KIMBERLIT 140×240 béžová","/ks","100 Kč","Do vyprodání zásob"
"1767433092-18","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn4.jysk.com/getimage/wd3.medium/233006","","","","VULKANIT","Rohožka VULKANIT 40×60 různé","/ks","125 Kč","Do vyprodání zásob"
"1767433092-19","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-textil","https://cdn4.jysk.com/getimage/wd3.medium/250730","","","","PEIS","Dekorační polštář PEIS 45×45 béžová","/ks","125 Kč","Do vyprodání zásob"
"1767433098-20","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn1.jysk.com/getimage/wd3.medium/268454","","","","AKVAMARIN","Ubrousky AKVAMARIN Š33×D33 20 ks/bal. různé","/bal.","15 Kč","Do vyprodání zásob"
"1767433098-21","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn3.jysk.com/getimage/wd3.medium/241888","","","","FALAR","LED svíčka FALAR Ø5xV13 cm zelená s časovačem","/ks","45 Kč","Do vyprodání zásob"
"1767433098-22","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn4.jysk.com/getimage/wd3.medium/242870","","","","GERI","LED čajové svíčky GERI Ø6xV3 cm 2 ks/bal. bílá","/bal.","50 Kč","Do vyprodání zásob"
"1767433098-23","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn1.jysk.com/getimage/wd3.medium/269644","","","","ANHYDRIT","Vonná svíčka ANHYDRIT Ø7xV8 cm růz.","/ks","65 Kč","Do vyprodání zásob"
"1767433098-24","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn1.jysk.com/getimage/wd3.medium/268411","","","","HALKA","Svíčka HALKA Ø8xV7 cm zlatá","/ks","65 Kč","Do vyprodání zásob"
"1767433098-25","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn2.jysk.com/getimage/wd3.medium/267822","","","","GAND","LED svíčka GAND V29 cm 2 ks/bal. tmavě zelená","/bal.","85 Kč","Do vyprodání zásob"
"1767433098-26","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn2.jysk.com/getimage/wd3.medium/242593","","","","MERLINIT","LED svíčka MERLINIT V25 cm 2 ks/bal. bílá a zelená","/bal.","100 Kč","Do vyprodání zásob"
"1767433098-27","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicky-vanocni-ubrousky","https://cdn3.jysk.com/getimage/wd3.medium/267948","","","","GLAM","LED svíčka GLAM bílá/zlatá 3 ks/balení","/ks","175 Kč","Do vyprodání zásob"
"1767433104-28","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicny","https://cdn2.jysk.com/getimage/wd3.medium/242965","","","","PERLE","Svícen PERLE Ø8xV8 cm kamenina bílá různé","/ks","45 Kč","Do vyprodání zásob"
"1767433104-29","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicny","https://cdn1.jysk.com/getimage/wd3.medium/269675","","","","YDUN","Lucerna YDUN Ø9 cm různé s LED","/ks","45 Kč","Do vyprodání zásob"
"1767433104-30","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicny","https://cdn4.jysk.com/getimage/wd3.medium/267799","","","","BIFROST","Svícen BIFROST Ø8xV7 cm teplá šedá","/ks","45 Kč","Do vyprodání zásob"
"1767433104-31","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicny","https://cdn4.jysk.com/getimage/wd3.medium/267831","","","","SAFRAN","Svícen SAFRAN Ø11xV11 cm zlatá","/ks","65 Kč","Do vyprodání zásob"
"1767433104-32","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-svicny","https://cdn2.jysk.com/getimage/wd3.medium/267792","","","","UVIT","Lucerna UVIT Š14xD14xV23 cm měď","/ks","250 Kč","Do vyprodání zásob"
"1767433120-33","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/242742","","","","DIOPSID","Světelný řetěz DIOPSID D90 cm s 10 LED stříbrná","/ks","10 Kč","Do vyprodání zásob"
"1767433120-34","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/189176","","","","HEULANDIT","Hvězda HEULANDIT Ø12 cm s LED a časovačem","/ks","50 Kč","Do vyprodání zásob"
"1767433120-35","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243479","","","","TEFAT","Světelný řetěz TEFAT D135 cm se skřítky a 10 LED","/ks","50 Kč","Do vyprodání zásob"
"1767433120-36","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/189459","","","","GJALP","Světelný řetěz GJALP D390 cm 40 LED","/ks","65 Kč","Do vyprodání zásob"
"1767433120-37","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/242857","","","","OPALIT","Světelný řetěz OPALIT s 10 LED šiškami a časovačem","/ks","65 Kč","Do vyprodání zásob"
"1767433120-38","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/267952","","","","DELLING","Šiška DELLING V16 cm s LED a časovačem","/ks","85 Kč","Do vyprodání zásob"
"1767433120-39","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/242910","","","","PLATIN","Světelný řetěz PLATIN D150 cm s LED hvězdami a časovačem","/ks","100 Kč","Do vyprodání zásob"
"1767433120-40","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/267853","","","","KRYOLIT","Vánoční hvězda KRYOLIT Ø38 bílá s LED","/ks","175 Kč","Do vyprodání zásob"
"1767433120-41","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/242955","","","","FULLA","LED vánoční stromeček FULLA časovač 2 ks/bal. sklo","/ks","200 Kč","Do vyprodání zásob"
"1767433120-42","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/269662","","+ Více variant","","BAUGE","Venkovní světelný řetěz BAUGE D195 cm 40 LED a časovač","/ks","35 Kč","Do vyprodání zásob"
"1767433120-43","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/271398","","+ Více variant","","BAUGE","Venkovní světelný řetěz BAUGE D500 cm 120 LED a časovač","/ks","75 Kč","Do vyprodání zásob"
"1767433120-44","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/244408","","","","BYLEIST","LED světelný řetěz BYLEIST D995 cm bílá/barevná","/ks","80 Kč","Do vyprodání zásob"
"1767433120-45","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/268431","","","","LASURIT","Venkovní světelný řetěz LASURIT D10 m s 300 LED a časovačem","/ks","200 Kč","Do vyprodání zásob"
"1767433120-46","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/244425","","","","HEIMDAL","Venkovní světelný stromek HEIMDAL V80 cm 128 LED a časovač","/ks","250 Kč","Do vyprodání zásob"
"1767433120-47","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/268419","","","","MUSKOVIT","Světelný stromek MUSKOVIT V150 cm se 140 LED a časovačem","/ks","275 Kč","Do vyprodání zásob"
"1767433120-48","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/244400","","","","NUNDORIT","Venkovní světelný stromek NUNDORIT V160 cm 208 LED a časovač","/ks","425 Kč","Do vyprodání zásob"
"1767433120-49","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/268415","","","","VIVIANIT","Světelný stromek VIVIANIT V120 cm s 210 LED a časovačem","/ks","450 Kč","Do vyprodání zásob"
"1767433120-50","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/244525","","","","HLIN","LED světelný stromek HLIN V150 cm 200 LED a časovač","/ks","450 Kč","Do vyprodání zásob"
"1767433120-51","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/244465","","","","SANDROSE","Venkovní světelný stromek SANDROSE V180 cm 180 LED a časovač","/ks","450 Kč","Do vyprodání zásob"
"1767433120-52","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/244440","","","","SPESSARTIN","Venkovní vánoční věnec SPESSARTIN Ø36 cm LED a časovač","/ks","475 Kč","Do vyprodání zásob"
"1767433120-53","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/269670","","","","PYROP","Venkovní vánoční věnec PYROP Ø25 cm se 720 LED","/ks","500 Kč","Do vyprodání zásob"
"1767433120-54","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/244495","","","","SNOTRA","Venkovní světelný řetěz SNOTRA D4995 cm 1000 LED","/ks","500 Kč","Do vyprodání zásob"
"1767433120-55","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/244495","","","","SNOTRA","Venkovní světelný řetěz SNOTRA D7495 cm 1500 LED a časovač","/ks","800 Kč","Do vyprodání zásob"
"1767433120-56","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/268423","","","","BUKK","Venkovní světelná větvička BUKK D180 cm 360 LED a časovač","/ks","550 Kč","Do vyprodání zásob"
"1767433120-57","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/193355","","","","ALBIT","LED světelný strom ALBIT V200 400 LED a časovač","/ks","750 Kč","Do vyprodání zásob"
"1767433120-58","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/244535","","","","SKAPOLIT","Venkovní světelný stromek SKAPOLIT V200 cm 400 LED a časovač","/ks","800 Kč","Do vyprodání zásob"
"1767433120-59","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/193345","","","","MORGANIT","LED světelný stromek MORGANIT V150 cm 280 LED a časovač","/ks","850 Kč","Do vyprodání zásob"
"1767433120-60","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/244530","","","","YGGDRASIL","Venkovní světelný stromek YGGDRASIL V200 cm 400 LED časovač","/ks","950 Kč","Do vyprodání zásob"
"1767433126-61","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn4.jysk.com/getimage/wd3.medium/243328","","","","EUDIALYT","Voskovaný ubrus EUDIALYT 140 béžová","/m","25 Kč","Do vyprodání zásob"
"1767433126-62","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn3.jysk.com/getimage/wd3.medium/188253","","","","FERSKENSTEN","Voskovaný ubrus FERSKENSTEN 140 bílá","/m","35 Kč","Do vyprodání zásob"
"1767433126-63","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn1.jysk.com/getimage/wd3.medium/267612","","","","BJERGKRYSTAL","Voskovaný ubrus BJERGKRYSTAL 140 přírodní","/m","35 Kč","Do vyprodání zásob"
"1767433126-64","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn2.jysk.com/getimage/wd3.medium/188251","","","","LIMNOKVARTS","Voskovaný ubrus LIMNOKVARTS 140 béžová","/m","45 Kč","Do vyprodání zásob"
"1767433126-65","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn4.jysk.com/getimage/wd3.medium/188689","","","","HJERTEGRAS","Voskovaný ubrus HJERTEGRAS 140 červená","/m","50 Kč","Do vyprodání zásob"
"1767433126-66","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn1.jysk.com/getimage/wd3.medium/266170","","","","ALUNIT","Voskovaný ubrus ALUNIT 140 cm zelená/červená","/m","50 Kč","Do vyprodání zásob"
"1767433126-67","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/vanocni-metraz","https://cdn2.jysk.com/getimage/wd3.medium/242839","","","","ROSENVARTS","Voskovaný ubrus ROSENVARTS 140 béžová","/m","75 Kč","Do vyprodání zásob"
"1767433131-68","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/skritci-santove","https://cdn3.jysk.com/getimage/wd3.medium/242632","","","","BOND","Vánoční skřítek BOND V17 cm plsť různé","/ks","20 Kč","Do vyprodání zásob"
"1767433131-69","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/skritci-santove","https://cdn3.jysk.com/getimage/wd3.medium/189430","","","","MOLDAVIT","Vánoční skřítek MOLDAVIT V30 cm červená","/ks","30 Kč","Do vyprodání zásob"
"1767433131-70","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/skritci-santove","https://cdn1.jysk.com/getimage/wd3.medium/142942","","","","BROKK","Vánoční skřítek BROKK V20 cm růz.","/ks","45 Kč","Do vyprodání zásob"
"1767433131-71","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/skritci-santove","https://cdn3.jysk.com/getimage/wd3.medium/165781","","","","HERMOD","Vánoční skřítek HERMOD Ø15×V53 cm červená","/ks","55 Kč","Do vyprodání zásob"
"1767433137-72","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/ozdoby-na-stromek","https://cdn4.jysk.com/getimage/wd3.medium/165780","","","","PIBESTEN","Vánoční ozdoby PIBESTEN růz.","/ks","25 Kč","Do vyprodání zásob"
"1767433137-73","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/ozdoby-na-stromek","https://cdn2.jysk.com/getimage/wd3.medium/267982","","","","KVASIR","Vánoční ozdoby KVASIR červená/bílá 4 ks/balení","/bal.","30 Kč","Do vyprodání zásob"
"1767433137-74","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/ozdoby-na-stromek","https://cdn4.jysk.com/getimage/wd3.medium/242717","","","","LODUR","Girlanda LODUR D130 cm muchomůrkami","/ks","75 Kč","Do vyprodání zásob"
"1767433137-75","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/ozdoby-na-stromek","https://cdn4.jysk.com/getimage/wd3.medium/268923","","","","EILAT","Vánoční ozdoby EILAT 2 ks/balení papír","/ks","45 Kč","Do vyprodání zásob"
"1767433137-76","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/ozdoby-na-stromek","https://cdn3.jysk.com/getimage/wd3.medium/242713","","","","MIMER","Vánoční ozdoby MIMER 3 ks/bal. hnědá/červená/bílá","/ks","50 Kč","Do vyprodání zásob"
"1767433143-77","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/jine-vanocni-zbozi","https://cdn3.jysk.com/getimage/wd3.medium/268910","","","","KARDUS","Balicí papír KARDUS Š70×D300 cm recyklovaný různé","/role","20 Kč","Do vyprodání zásob"
"1767433143-78","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/jine-vanocni-zbozi","https://cdn4.jysk.com/getimage/wd3.medium/268912","","","","MAGNESIT","Balicí papír MAGNESIT Š70×D600 cm různé","/role","25 Kč","Do vyprodání zásob"
"1767433143-79","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/jine-vanocni-zbozi","https://cdn4.jysk.com/getimage/wd3.medium/268030","","","","TOR","Jmenovky na dárky TOR 10 ks/balení hnědá","/bal.","15 Kč","Do vyprodání zásob"
"1767433143-80","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/jine-vanocni-zbozi","https://cdn3.jysk.com/getimage/wd3.medium/267986","","","","ABALONESKAL","Vánoční punčocha ABALONESKAL různé","/ks","40 Kč","Do vyprodání zásob"
"1767433143-81","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/vanoce","https://jysk.cz/vanoce/jine-vanocni-zbozi","https://cdn2.jysk.com/getimage/wd3.medium/242960","","","","BRASA","Dárková stuha BRASA Š1×D600 cm 3 ks/bal.","/bal.","50 Kč","Do vyprodání zásob"
"1767433155-82","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn1.jysk.com/getimage/wd3.medium/246271","","+ Více variant","Doprava -","NORDBORG","Zrcadlo NORDBORG 72x162 bílá","/ks","1350 Kč",""
"1767433155-83","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn3.jysk.com/getimage/wd3.medium/246223","","+ Více variant","Doprava -","NORDBORG","Zrcadlo NORDBORG 72x162 zlatá","/ks","1350 Kč",""
"1767433155-84","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn3.jysk.com/getimage/wd3.medium/246295","","","Doprava -","ILBJERG","Zrcadlo ILBJERG 40x160 černá","/ks","1000 Kč",""
"1767433155-85","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn3.jysk.com/getimage/wd3.medium/263039","","","Doprava -","VILSLEV","Zrcadlo VILSLEV 50x100 přirozený tvar","/ks","850 Kč",""
"1767433155-86","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn3.jysk.com/getimage/wd3.medium/246459","","","","REJSBY","Zrcadlo REJSBY 50x100 přirozený tvar","/ks","850 Kč",""
"1767433155-87","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn1.jysk.com/getimage/wd3.medium/132916","","+ Více variant","Doprava -","NORDBORG","Zrcadlo NORDBORG 70x90 bílá","/ks","850 Kč",""
"1767433155-88","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn2.jysk.com/getimage/wd3.medium/246233","","+ Více variant","Doprava -","NORDBORG","Zrcadlo NORDBORG 40x160 bílá","/ks","1350 Kč",""
"1767433155-89","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/zrcadla","https://cdn1.jysk.com/getimage/wd3.medium/246228","","+ Více variant","Doprava -","NORDBORG","Zrcadlo NORDBORG 72x162 stříbrná","/ks","1350 Kč",""
