web_scraper_order,web_scraper_start_url,category-link-0,category-link-1,image,data,data2,data3,title,name,price,price2,data4
"1767433281-421","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/109920","","","Doprava -","SIGVARD","Lustr SIGVARD Ø35xV26 cm bambus","/ks","799 Kč",""
"1767433281-422","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/235535","","","Doprava -","HAAKON","Lust HAAKON Ø35 cm ratan","/ks","899 Kč",""
"1767433281-423","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243688","","","Doprava -","HUGO","Stojací lampa HUGO V154 cm černá","/ks","1099 Kč",""
"1767433281-424","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/260588","","","Doprava -","KENT","Stojací lampa KENT Ø30xV140 cm béžová","/ks","1150 Kč",""
"1767433281-425","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243963","","","Doprava -","CRIS","Světelný řetěz CRIS D290 30 LED","/ks","50 Kč",""
"1767433281-426","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243811","","","","CORNELIUS","Světelný řetěz CORNELIUS D230 cm 20 LED","/ks","50 Kč","Do vyprodání zásob"
"1767433281-427","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243851","","","","ARNOLD","Lampa na baterie ARNOLD Ø9xV16 cm s časovačem","/ks","95 Kč","Do vyprodání zásob"
"1767433281-428","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243897","","","","HERLUF","LED světelný řetěz HERLUF D210 cm 15 LED","/ks","135 Kč","Do vyprodání zásob"
"1767433281-429","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243846","","","","BENGT","Světelný řetěz BENGT D180 cm 20 LED","/ks","150 Kč","Do vyprodání zásob"
"1767433281-430","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243882","","","","HANNES","Difuzér HANNES Ø11xV16 cm se světlem","/ks","175 Kč","Do vyprodání zásob"
"1767433281-431","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/249641","","","","JONNY","Lampa na baterie JONNY Ø15×V18 cm s časovačem bílá","/ks","200 Kč",""
"1767433281-432","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243903","","","Doprava -","ASHEIM","Světelný řetěz ASHEIM D480 cm časovač","/ks","275 Kč",""
"1767433281-433","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/260580","","","Doprava -","ESMUND","Lampa na baterie ESMUND 17xV20 cm hnědá/bílá časovač","/ks","350 Kč",""
"1767433281-434","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243891","","","Doprava -","KARLO","Projektor noční oblohy KARLO vícebarevné LED","/ks","375 Kč","Do vyprodání zásob"
"1767433281-435","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243865","","","Doprava -","KENT","Lampa na baterie KENT Ø16xV25 cm šedá dotyková s časovačem","/ks","400 Kč",""
"1767433281-436","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243871","","","Doprava -","KENT","Lampa na baterie KENT Ø16xV25 cm zelená dotyková s časovačem","/ks","400 Kč",""
"1767433281-437","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/260584","","","Doprava -","KENT","Lampa na baterie KENT Ø16xV25 cm chrom","/ks","500 Kč",""
"1767433281-438","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/266976","","","Doprava -","PONTUS","Světelný LED pás PONTUS s ovladačem","/ks","400 Kč","Do vyprodání zásob"
"1767433281-439","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243914","","","Doprava -","HILMI","LED žárovka HILMI E27 470 lumenů","/ks","50 Kč",""
"1767433281-440","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243915","","","Doprava -","NIELS","LED žárovka NIELS E27 806 lumenů","/ks","50 Kč",""
"1767433281-441","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243917","","","Doprava -","RUNAR","LED žárovka RUNAR E27 G45 470 lumenů","/ks","75 Kč",""
"1767433281-442","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243916","","","Doprava -","EBBE","LED žárovka EBBE E14 G45 470 lumenů","/ks","75 Kč",""
"1767433281-443","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243918","","","Doprava -","TJALFE","LED žárovka TJALFE E27 G80 200 lumenů","/ks","135 Kč",""
"1767433281-444","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243919","","","Doprava -","TORE","LED žárovka TORE E27 G95 180 lumenů","/ks","150 Kč",""
"1767433281-445","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243907","","","","WILMER","Baterie WILMER AAA 10 ks/bal","/bal.","25 Kč","Do vyprodání zásob"
"1767433281-446","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/250159","","","Doprava -","EDDIE","Baterie EDDIE AA 10 ks/balení","/bal.","40 Kč",""
"1767433281-447","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/250093","","","Doprava -","EDDIE","Baterie EDDIE AAA 10 ks/bal.","/bal.","40 Kč",""
"1767433281-448","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/250097","","","Doprava -","EDDIE","Baterie EDDIE CR2032 8 ks/balení","/bal.","40 Kč",""
"1767433281-449","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/250171","","+ Více variant","Doprava -","EIK","Dobíjecí baterie EIK AAA 4 ks/balení","/bal.","100 Kč",""
"1767433281-450","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/250168","","+ Více variant","Doprava -","EIK","Dobíjecí baterie EIK AA 4 ks/balení","/bal.","125 Kč",""
"1767433281-451","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/249673","","","Doprava -","EIK","Nabíječka baterií EIK se zástrčkou bílá","/ks","150 Kč",""
"1767433281-452","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243912","","","","EIMILL","Baterie EIMILL nabíjecí AA 4 ks/bal","/bal.","100 Kč","Do vyprodání zásob"
"1767433281-453","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243696","","","Doprava","VIGGO","Stolní lampa VIGGO Ø21xV47 cm šedá","/ks","425 Kč","Do vyprodání zásob"
"1767433281-454","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243693","","","Doprava","KRISTOF","Stojací lampa KRISTOF V145 cm broušená ocel","/ks","800 Kč",""
"1767433281-455","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243687","","","Doprava","DANI","Stojací lampa DANI V54 cm hnědá","/ks","750 Kč",""
"1767433281-456","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/241934","","","Doprava","ASMIND","Lustr ASMIND Ø8xV13 cm dřevo","/ks","175 Kč",""
"1767433281-457","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243684","","","Doprava","EIVIN","Stolní lampa EIVIN Ø15xV25 cm porcelán","/ks","250 Kč",""
"1767433281-458","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243685","","","Doprava","HELMER","Stolní lampa HELMER Ø17xV32 cm přírodní","/ks","300 Kč","Do vyprodání zásob"
"1767433281-459","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243689","","","Doprava","HANSSON","Stojací lampa HANSSON V155 cm černá","/ks","400 Kč",""
"1767433281-460","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/260600","","","Doprava","HANNIBAL","Stolní lampa HANNIBAL Ø19xV25 cm bambus","/ks","475 Kč",""
"1767433281-461","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243700","","","Doprava","HJARNE","Stolní lampa HJARNE Ø16xV18 cm modrá","/ks","500 Kč","Do vyprodání zásob"
"1767433281-462","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243690","","","Doprava","PATRIK","Stolní lampa PATRIK Ø14xV45 cm černá","/ks","550 Kč",""
"1767433281-463","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243703","","","Doprava","MARKUS","Stolní lampa MARKUS Ø27xV35 cm šedá","/ks","699 Kč",""
"1767433281-464","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/260596","","","Doprava","JOACHIM","Stolní lampa JOACHIM Ø27xV54 cm béžová/černá","/ks","700 Kč","Do vyprodání zásob"
"1767433281-465","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/109920","","","Doprava","SIGVARD","Lustr SIGVARD Ø35xV26 cm bambus","/ks","799 Kč",""
"1767433281-466","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/235535","","","Doprava","HAAKON","Lust HAAKON Ø35 cm ratan","/ks","899 Kč",""
"1767433281-467","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/260588","","","Doprava","KENT","Stojací lampa KENT Ø30xV140 cm béžová","/ks","1150 Kč",""
"1767433281-468","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243963","","","Doprava","CRIS","Světelný řetěz CRIS D290 30 LED","/ks","50 Kč",""
"1767433281-469","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243903","","","Doprava","ASHEIM","Světelný řetěz ASHEIM D480 cm časovač","/ks","275 Kč",""
"1767433281-470","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/260580","","","Doprava","ESMUND","Lampa na baterie ESMUND 17xV20 cm hnědá/bílá časovač","/ks","350 Kč",""
"1767433281-471","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243891","","","Doprava","KARLO","Projektor noční oblohy KARLO vícebarevné LED","/ks","375 Kč","Do vyprodání zásob"
"1767433281-472","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243865","","","Doprava","KENT","Lampa na baterie KENT Ø16xV25 cm šedá dotyková s časovačem","/ks","400 Kč",""
"1767433281-473","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243871","","","Doprava","KENT","Lampa na baterie KENT Ø16xV25 cm zelená dotyková s časovačem","/ks","400 Kč",""
"1767433281-474","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/260584","","","Doprava","KENT","Lampa na baterie KENT Ø16xV25 cm chrom","/ks","500 Kč",""
"1767433281-475","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/266976","","","Doprava","PONTUS","Světelný LED pás PONTUS s ovladačem","/ks","400 Kč","Do vyprodání zásob"
"1767433281-476","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243914","","","Doprava","HILMI","LED žárovka HILMI E27 470 lumenů","/ks","50 Kč",""
"1767433281-477","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/243915","","","Doprava","NIELS","LED žárovka NIELS E27 806 lumenů","/ks","50 Kč",""
"1767433281-478","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/243917","","","Doprava","RUNAR","LED žárovka RUNAR E27 G45 470 lumenů","/ks","75 Kč",""
"1767433281-479","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/243916","","","Doprava","EBBE","LED žárovka EBBE E14 G45 470 lumenů","/ks","75 Kč",""
"1767433281-480","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243918","","","Doprava","TJALFE","LED žárovka TJALFE E27 G80 200 lumenů","/ks","135 Kč",""
"1767433281-481","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn1.jysk.com/getimage/wd3.medium/243919","","","Doprava","TORE","LED žárovka TORE E27 G95 180 lumenů","/ks","150 Kč",""
"1767433281-482","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/250159","","","Doprava","EDDIE","Baterie EDDIE AA 10 ks/balení","/bal.","40 Kč",""
"1767433281-483","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/250093","","","Doprava","EDDIE","Baterie EDDIE AAA 10 ks/bal.","/bal.","40 Kč",""
"1767433281-484","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn3.jysk.com/getimage/wd3.medium/250171","","+ Více variant","Doprava","EIK","Dobíjecí baterie EIK AAA 4 ks/balení","/bal.","100 Kč",""
"1767433281-485","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn2.jysk.com/getimage/wd3.medium/250168","","+ Více variant","Doprava","EIK","Dobíjecí baterie EIK AA 4 ks/balení","/bal.","125 Kč",""
"1767433281-486","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/osvetleni","https://cdn4.jysk.com/getimage/wd3.medium/249673","","","Doprava","EIK","Nabíječka baterií EIK se zástrčkou bílá","/ks","150 Kč",""
"1767433285-487","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn1.jysk.com/getimage/wd3.medium/259408","","","Doprava -","OXEL","Umělá ovčí kůže OXEL 60x90 bílá","/ks","200 Kč",""
"1767433285-488","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn4.jysk.com/getimage/wd3.medium/245120","","","Doprava -","KORSKNAP","Umělá ovčí kůže KORSKNAP 55x75 béžová","/ks","200 Kč",""
"1767433285-489","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn3.jysk.com/getimage/wd3.medium/270283","","","Doprava -","TAKS","Umělá ovčí kůže TAKS 60x90 béžová","/ks","699 Kč",""
"1767433285-490","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn4.jysk.com/getimage/wd3.medium/270281","","","Doprava -","TAKS","Umělá ovčí kůže TAKS 60x90 sv. hnědá","/ks","699 Kč",""
"1767433285-491","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn1.jysk.com/getimage/wd3.medium/259408","","","Doprava","OXEL","Umělá ovčí kůže OXEL 60x90 bílá","/ks","200 Kč",""
"1767433285-492","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn4.jysk.com/getimage/wd3.medium/245120","","","Doprava","KORSKNAP","Umělá ovčí kůže KORSKNAP 55x75 béžová","/ks","200 Kč",""
"1767433285-493","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn3.jysk.com/getimage/wd3.medium/270283","","","Doprava","TAKS","Umělá ovčí kůže TAKS 60x90 béžová","/ks","699 Kč",""
"1767433285-494","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuze","https://cdn4.jysk.com/getimage/wd3.medium/270281","","","Doprava","TAKS","Umělá ovčí kůže TAKS 60x90 sv. hnědá","/ks","699 Kč",""
"1767433313-495","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235843","","","","SIGBERT","Sklenička SIGBERT 41 cl modrá","/ks","20 Kč","Do vyprodání zásob"
"1767433313-496","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/245658","","","","JON","Hrneček JON Ø8xV8 cm 20 cl zelená","/ks","30 Kč","Do vyprodání zásob"
"1767433313-497","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235933","","","","JON","Hrneček JON Ø8xV8 cm 20 cl bílá","/ks","30 Kč","Do vyprodání zásob"
"1767433313-498","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn3.jysk.com/getimage/wd3.medium/235917","","","Doprava -","FERDINAND","Sklenička FERDINAND 40 cl čirá","/ks","40 Kč",""
"1767433313-499","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn3.jysk.com/getimage/wd3.medium/250476","","","Doprava -","EMIL","Hrneček EMIL Ø8xV10 cm 35 cl květiny","/ks","50 Kč",""
"1767433313-500","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn2.jysk.com/getimage/wd3.medium/235910","","","Doprava -","HENNING","Hrneček HENNING Ø7xV9 cm 20 cl šedá","/ks","50 Kč",""
"1767433313-501","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235919","","","","OLLE","Hrneček OLLE 33 cl Ø10×V9 cm hnědá","/ks","50 Kč","Do vyprodání zásob"
"1767433313-502","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn2.jysk.com/getimage/wd3.medium/259944","","","Doprava -","DETMER","Šálek na espresso DETMER Ø7xV5 cm 11 cl béžová","/ks","55 Kč",""
"1767433313-503","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn2.jysk.com/getimage/wd3.medium/249808","","","Doprava -","FRIDOLIN","Sklenice na víno FRIDOLIN Ø8×V16 cm 24 cl šedá","/ks","65 Kč",""
"1767433313-504","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235901","","","","GERLEF","Plastová sklenice GERLEF Ø9xV10 cm 4 ks/bal. různé","/bal.","65 Kč","Do vyprodání zásob"
"1767433313-505","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn3.jysk.com/getimage/wd3.medium/258957","","","Doprava -","DANFRED","Šálek na kávu DANFRED Ø11xV7 cm 35 cl béžová","/ks","85 Kč",""
"1767433313-506","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/261243","","","Doprava -","GUNVALD","Sklenička GUNVALD 35 cl hnědá","/ks","70 Kč",""
"1767433313-507","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235866","","","Doprava -","SVERRE","Hrneček SVERRE Ø10xV10 cm 40 cl kamenina","/ks","75 Kč",""
"1767433313-508","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/235889","","","Doprava -","ALF","Hrneček ALF Ø9xV9 cm 40 cl modrá/bílá","/ks","75 Kč",""
"1767433313-509","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/249624","","","Doprava -","ELIAS","Hrneček ELIAS Ø9×V10 cm 33 cl","/ks","75 Kč",""
"1767433313-510","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/235848","","","","ANDERS","Hrneček ANDERS sklo Ø13xV8 cm různé 40 cl","/ks","80 Kč","Do vyprodání zásob"
"1767433313-511","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/249668","","","Doprava -","HILMER","Hrneček HILMER Ø8×V9 cm 32 cl sklo s palmou","/ks","95 Kč","Do vyprodání zásob"
"1767433313-512","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/235860","","","","SIMON","Miska SIMON Ø10xV5 cm zelená","/ks","20 Kč","Do vyprodání zásob"
"1767433313-513","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/235851","","","","SIMON","Miska SIMON Ø19xV4 cm písková","/ks","40 Kč","Do vyprodání zásob"
"1767433313-514","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn3.jysk.com/getimage/wd3.medium/235888","","","","SIMON","Miska SIMON Ø24×V4 cm písková","/ks","65 Kč","Do vyprodání zásob"
"1767433313-515","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn4.jysk.com/getimage/wd3.medium/250464","","","Doprava -","EMIL","Miska EMIL Ø10xV3 cm květiny","/ks","25 Kč",""
"1767433313-516","https://jysk.cz/pracovna/kancelarske-zidle","https://jysk.cz/domacnost","https://jysk.cz/domacnost/kuchyne","https://cdn1.jysk.com/getimage/wd3.medium/250468","","","Doprava -","EMIL","Miska EMIL Ø16xV8 cm květiny","/ks","65 Kč",""
